"type","period","household","individual","adm0","adm1_dep","adm2_dep","reason","adm1_arr","adm2_arr","ADM2_ID","adm3_arr","ADM3_ID2","adm0_arr"
"idp","in 2014",30,150,"Nigeria","KADUNA","ZARIA","Natural Disaster","KADUNA","ZARIA","NGA019023","TUDUN WADA","NGA019023306","Nigeria"
"idp","in 2015",80,292,"Nigeria","KADUNA","ZARIA","Natural Disaster","KADUNA","ZARIA","NGA019023","GYALLESU","NGA019023307","Nigeria"
"idp","in 2014",4,35,"Nigeria","KADUNA","ZARIA","Insurgency","KADUNA","ZARIA","NGA019023","UNG. FATIKA","NGA019023308","Nigeria"
"idp","in 2014",5,40,"Nigeria","KADUNA","ZARIA","Natural Disaster","KADUNA","ZARIA","NGA019023","UNG. FATIKA","NGA019023308","Nigeria"
"idp","in 2014",15,105,"Nigeria","KADUNA","ZARIA","Clash","KADUNA","ZARIA","NGA019023","UNG. FATIKA","NGA019023308","Nigeria"
"idp","in 2015",20,86,"Nigeria","KADUNA","ZARIA","Natural Disaster","KADUNA","ZARIA","NGA019023","TUKUR TUKUR","NGA019023309","Nigeria"
"idp","in 2015",5,30,"Nigeria","KADUNA","ZARIA","Clash","KADUNA","ZARIA","NGA019023","DAMBO","NGA019023310","Nigeria"
"idp","in 2015",5,37,"Nigeria","KADUNA","ZARIA","Natural Disaster","KADUNA","ZARIA","NGA019023","DAMBO","NGA019023310","Nigeria"
"idp","in 2015",25,125,"Nigeria","KADUNA","ZARIA","Clash","KADUNA","ZARIA","NGA019023","WUCICCIRI","NGA019023311","Nigeria"
"idp","in 2015",20,68,"Nigeria","KADUNA","ZARIA","Clash","KADUNA","ZARIA","NGA019023","DUTSEN ABBA","NGA019023312","Nigeria"
"idp","in 2015",56,189,"Nigeria","KADUNA","ZARIA","Natural Disaster","KADUNA","ZARIA","NGA019023","DUTSEN ABBA","NGA019023312","Nigeria"
"idp","Before 2014",33,120,"Nigeria","BORNO","KUKAWA","Insurgency","KANO","AJINGI","NGA020001","AJINGI","NGA020001101","Nigeria"
"idp","Before 2014",4,11,"Nigeria","BORNO","MAIDUGURI M. C.","Insurgency","KANO","AJINGI","NGA020001","CHULA","NGA020001103","Nigeria"
"idp","in 2014",6,28,"Nigeria","BORNO","BIU","Insurgency","KANO","AJINGI","NGA020001","DUNDUN","NGA020001105","Nigeria"
"idp","Before 2014",17,120,"Nigeria","BORNO","MARTE","Insurgency","KANO","AJINGI","NGA020001","GAFASA","NGA020001106","Nigeria"
"idp","Before 2014",24,140,"Nigeria","BORNO","BAMA","Insurgency","KANO","AJINGI","NGA020001","GURDUBA","NGA020001107","Nigeria"
"idp","Before 2014",15,58,"Nigeria","BORNO","KUKAWA","Insurgency","KANO","AJINGI","NGA020001","KUNKURAWA","NGA020001108","Nigeria"
"idp","Before 2014",23,122,"Nigeria","BORNO","BAMA","Insurgency","KANO","AJINGI","NGA020001","TORANKE","NGA020001109","Nigeria"
"idp","in 2014",20,68,"Nigeria","BORNO","MAIDUGURI M. C.","Insurgency","KANO","AJINGI","NGA020001","UNGAWAR BAI","NGA020001110","Nigeria"
"idp",2011,8,57,"Nigeria","YOBE","DAMATURU","Insurgency","KANO","BAGWAI","NGA020003","BAGWAI","NGA020003301","Nigeria"
"idp","in 2014",1,5,"Nigeria","YOBE","DAMATURU","Insurgency","KANO","BAGWAI","NGA020003","GOGORI","NGA020003304","Nigeria"
"idp","in 2014",1,13,"Nigeria","YOBE","DAMATURU","Insurgency","KANO","BAGWAI","NGA020003","KIYAWA","NGA020003305","Nigeria"
"idp","Before 2014",1,8,"Nigeria","YOBE","DAMATURU","Insurgency","KANO","BAGWAI","NGA020003","RIMIN DAKO","NGA020003307","Nigeria"
"idp","in 2014",37,127,"Nigeria","YOBE","DAMATURU","Insurgency","KANO","BAGWAI","NGA020003","WURO BAGGA","NGA020003310","Nigeria"
"idp","in 2014",12,68,"Nigeria","YOBE","GUJBA","Insurgency","KANO","BEBEJI","NGA020004","WAK","NGA020004414","Nigeria"
"idp","in 2014",8,37,"Nigeria","BORNO","KUKAWA","Insurgency","KANO","BICHI","NGA020005","BICHI","NGA020005502","Nigeria"
"idp","in 2014",35,173,"Nigeria","BORNO","GWOZA","Natural Disaster","KANO","DALA","NGA020007","DALA","NGA020007703","Nigeria"
"idp","in 2014",55,238,"Nigeria","BORNO","GWOZA","Insurgency","KANO","DALA","NGA020007","DALA","NGA020007703","Nigeria"
"idp","Before 2014",17,119,"Nigeria","BORNO","KUKAWA","Insurgency","KANO","DANBATA","NGA020008","AJUMAWA","NGA020008801","Nigeria"
"idp","Before 2014",14,124,"Nigeria","BORNO","KUKAWA","Insurgency","KANO","DANBATA","NGA020008","FAGWALAWA","NGA020008804","Nigeria"
"idp","in 2014",16,109,"Nigeria","BORNO","ABADAM","Insurgency","KANO","DANBATA","NGA020008","GWARABJAWA","NGA020008807","Nigeria"
"idp","in 2014",1,28,"Nigeria","BORNO","MAIDUGURI M. C.","Insurgency","KANO","DAWAKI KUDU","NGA020009","DABAR KWARI","NGA020009901","Nigeria"
"idp","in 2014",2,32,"Nigeria","ADAMAWA","MICHIKA","Insurgency","KANO","DAWAKI KUDU","NGA020009","DAWAKI","NGA020009903","Nigeria"
"idp","in 2014",11,60,"Nigeria","BORNO","MAIDUGURI M. C.","Insurgency","KANO","DAWAKI KUDU","NGA020009","DAWAKIJI","NGA020009904","Nigeria"
"idp","in 2014",1,14,"Nigeria","BORNO","MAIDUGURI M. C.","Insurgency","KANO","DAWAKI KUDU","NGA020009","JIDO","NGA020009908","Nigeria"
"idp","in 2014",10,78,"Nigeria","BORNO","KONDUGA","Insurgency","KANO","DOGUWA","NGA020011","FALGORE","NGA020011104","Nigeria"
"idp","in 2014",17,129,"Nigeria","BORNO","DAMBOA","Insurgency","KANO","DOGUWA","NGA020011","RIRIWAI","NGA020011107","Nigeria"
"idp","in 2014",72,307,"Nigeria","BORNO","GWOZA","Insurgency","KANO","FAGGE","NGA020012","FAGGE A","NGA020012201","Nigeria"
"idp","in 2014",400,1500,"Nigeria","YOBE","GEIDAM","Insurgency","KANO","GABASAWA","NGA020013","GABASAWA","NGA020013301","Nigeria"
"idp","in 2014",3,18,"Nigeria","BORNO","KUKAWA","Insurgency","KANO","GABASAWA","NGA020013","GARUN DANGA","NGA020013302","Nigeria"
"idp","in 2014",30,155,"Nigeria","BORNO","MOBBAR","Insurgency","KANO","GABASAWA","NGA020013","JODA","NGA020013303","Nigeria"
"idp","Before 2014",30,200,"Nigeria","BORNO","KUKAWA","Insurgency","KANO","GABASAWA","NGA020013","ZAKIRAI","NGA020013310","Nigeria"
"idp","Before 2014",23,121,"Nigeria","BORNO","KUKAWA","Insurgency","KANO","GAYA","NGA020016","GAYA AREWA","NGA020016602","Nigeria"
"idp","Before 2014",10,30,"Nigeria","BORNO","KUKAWA","Insurgency","KANO","GAYA","NGA020016","GAYA KUDU","NGA020016603","Nigeria"
"idp","in 2014",3,10,"Nigeria","BORNO","MAIDUGURI M. C.","Insurgency","KANO","GEZAWA","NGA020017","BABAWA","NGA020017701","Nigeria"
"idp","in 2014",2,14,"Nigeria","ADAMAWA","HONG","Insurgency","KANO","GEZAWA","NGA020017","GAWO","NGA020017702","Nigeria"
"idp","in 2014",2,15,"Nigeria","ADAMAWA","MICHIKA","Insurgency","KANO","GEZAWA","NGA020017","GEZAWA","NGA020017703","Nigeria"
"idp","in 2014",3,33,"Nigeria","BORNO","MAIDUGURI M. C.","Insurgency","KANO","GEZAWA","NGA020017","JOGANA","NGA020017704","Nigeria"
"idp","in 2014",3,12,"Nigeria","BORNO","KUKAWA","Insurgency","KANO","GEZAWA","NGA020017","KETAWA","NGA020017705","Nigeria"
"idp","in 2014",56,349,"Nigeria","BORNO","BAMA","Insurgency","KANO","GWALE","NGA020018","DORAYI","NGA020018803","Nigeria"
"idp","Before 2014",50,156,"Nigeria","BORNO","KAGA","Insurgency","KANO","KABO","NGA020020","KABO","NGA020020008","Nigeria"
"idp","in 2014",9,91,"Nigeria","BORNO","GWOZA","Insurgency","KANO","KANO MUNICIPAL","NGA020021","SHARADA","NGA020021107","Nigeria"
"idp","in 2014",38,189,"Nigeria","BORNO","KUKAWA","Insurgency","KANO","KARAYE","NGA020022","KAFIN DAFGA","NGA020022202","Nigeria"
"idp","in 2014",47,231,"Nigeria","BORNO","KUKAWA","Insurgency","KANO","KARAYE","NGA020022","YAMMEDI","NGA020022209","Nigeria"
"idp","in 2015",39,136,"Nigeria","BORNO","BAMA","Insurgency","KANO","KIBIYA","NGA020023","KAHU","NGA020023305","Nigeria"
"idp","in 2014",18,78,"Nigeria","BORNO","MAIDUGURI M. C.","Insurgency","KANO","KIBIYA","NGA020023","KIBIYA  I","NGA020023306","Nigeria"
"idp","in 2014",42,221,"Nigeria","BORNO","GWOZA","Insurgency","KANO","KUMBOTSO","NGA020025","MARIRI","NGA020025508","Nigeria"
"idp","in 2014",7,32,"Nigeria","BORNO","KUKAWA","Insurgency","KANO","MAKODA","NGA020029","KADANDANI","NGA020029904","Nigeria"
"idp","Before 2014",8,42,"Nigeria","BORNO","KUKAWA","Insurgency","KANO","MAKODA","NGA020029","SATAME","NGA020029909","Nigeria"
"idp","Before 2014",4,26,"Nigeria","BORNO","KUKAWA","Insurgency","KANO","MAKODA","NGA020029","WAILARE","NGA020029911","Nigeria"
"idp","in 2014",28,203,"Nigeria","BORNO","GUZAMALA","Insurgency","KANO","NASARAWA","NGA020031","HOTORO NORTH","NGA020031106","Nigeria"
"idp","in 2014",3,17,"Nigeria","ADAMAWA","MICHIKA","Insurgency","KANO","NASARAWA","NGA020031","HOTORO SOUTH","NGA020031107","Nigeria"
"idp","in 2015",7,25,"Nigeria","BORNO","KUKAWA","Insurgency","KANO","NASARAWA","NGA020031","KAWAJI","NGA020031108","Nigeria"
"idp","in 2014",18,106,"Nigeria","YOBE","GEIDAM","Insurgency","KANO","NASARAWA","NGA020031","KAURA GOJE","NGA020031109","Nigeria"
"idp","in 2014",97,483,"Nigeria","BORNO","KUKAWA","Insurgency","KANO","ROGO","NGA020034","ROGO SABON GARI","NGA020034407","Nigeria"
"idp","in 2015",123,632,"Nigeria","YOBE","GEIDAM","Insurgency","KANO","SHANONO","NGA020035","SHANONO","NGA020035509","Nigeria"
"idp","in 2014",5,20,"Nigeria","BORNO","MARTE","Insurgency","KANO","SUMAILA","NGA020036","GARFA","NGA020036603","Nigeria"
"idp","in 2014",28,131,"Nigeria","BORNO","MARTE","Insurgency","KANO","SUMAILA","NGA020036","MAGAMI","NGA020036606","Nigeria"
"idp","in 2014",5,23,"Nigeria","BORNO","BAMA","Insurgency","KANO","SUMAILA","NGA020036","SUMAILA","NGA020036611","Nigeria"
"idp","in 2014",9,21,"Nigeria","BORNO","MAIDUGURI M. C.","Insurgency","KANO","TAKAI","NGA020037","BAGWARO","NGA020037701","Nigeria"
"idp","Before 2014",6,25,"Nigeria","BORNO","BIU","Insurgency","KANO","TAKAI","NGA020037","DURBUNDE","NGA020037702","Nigeria"
"idp","Before 2014",4,11,"Nigeria","BORNO","MAIDUGURI M. C.","Insurgency","KANO","TAKAI","NGA020037","FALALI","NGA020037704","Nigeria"
"idp","in 2014",10,25,"Nigeria","BORNO","MAIDUGURI M. C.","Insurgency","KANO","TAKAI","NGA020037","FARURUWA","NGA020037705","Nigeria"
"idp","in 2014",26,120,"Nigeria","BORNO","BIU","Insurgency","KANO","TAKAI","NGA020037","KACHAKO","NGA020037706","Nigeria"
"idp","in 2014",8,12,"Nigeria","BORNO","KUKAWA","Insurgency","KANO","TAKAI","NGA020037","KARFI","NGA020037707","Nigeria"
"idp","Before 2014",29,137,"Nigeria","BORNO","BAMA","Insurgency","KANO","TAKAI","NGA020037","TAKAI","NGA020037709","Nigeria"
"idp","Before 2014",8,42,"Nigeria","BORNO","MAIDUGURI M. C.","Insurgency","KANO","TAKAI","NGA020037","ZUGA","NGA020037710","Nigeria"
"idp","in 2014",30,185,"Nigeria","BORNO","GWOZA","Insurgency","KANO","TARAUNI","NGA020038","HOTORO (NNPC)","NGA020038806","Nigeria"
"idp","in 2014",7,27,"Nigeria","BORNO","DAMBOA","Insurgency","KANO","UNGOGO","NGA020042","RANGAZA","NGA020042206","Nigeria"
"idp","in 2014",11,46,"Nigeria","BORNO","KUKAWA","Insurgency","KANO","WARAWA","NGA020043","WARAWA","NGA020043313","Nigeria"
"idp","in 2014",30,170,"Nigeria","BORNO","KUKAWA","Insurgency","KANO","WUDIL","NGA020044","ACHIKA","NGA020044401","Nigeria"
"idp","Before 2014",18,50,"Nigeria","BORNO","KUKAWA","Insurgency","KANO","WUDIL","NGA020044","DAGUMAWA","NGA020044402","Nigeria"
"idp","in 2014",30,305,"Nigeria","BORNO","KUKAWA","Insurgency","KANO","WUDIL","NGA020044","DARKI","NGA020044404","Nigeria"
"idp","in 2014",15,65,"Nigeria","BORNO","KUKAWA","Insurgency","KANO","WUDIL","NGA020044","KAUSANI","NGA020044406","Nigeria"
"idp","in 2014",3,13,"Nigeria","BORNO","KUKAWA","Insurgency","KANO","WUDIL","NGA020044","LAJAWA","NGA020044407","Nigeria"
"idp","Before 2014",85,340,"Nigeria","BORNO","KUKAWA","Insurgency","KANO","WUDIL","NGA020044","SABON GARI","NGA020044408","Nigeria"
"idp","Before 2014",15,45,"Nigeria","BORNO","KUKAWA","Insurgency","KANO","WUDIL","NGA020044","WUDIL","NGA020044410","Nigeria"
"idp","in 2014",12,42,"Nigeria","KADUNA","SANGA","Clash","NASARAWA","AKWANGA","NGA026001","ANCHOBABA","NGA026001101","Nigeria"
"idp","in 2014",15,32,"Nigeria","KADUNA","SANGA","Clash","NASARAWA","AKWANGA","NGA026001","ANCHO NIGHAAN","NGA026001104","Nigeria"
"idp","in 2014",75,621,"Nigeria","KADUNA","SANGA","Clash","NASARAWA","AKWANGA","NGA026001","ANDAHA","NGA026001105","Nigeria"
"idp","in 2014",125,588,"Nigeria","KADUNA","SANGA","Clash","NASARAWA","AKWANGA","NGA026001","NUNKU","NGA026001106","Nigeria"
"idp","in 2014",35,220,"Nigeria","KADUNA","SANGA","Clash","NASARAWA","AKWANGA","NGA026001","GUDI","NGA026001107","Nigeria"
"idp","in 2014",70,720,"Nigeria","KADUNA","SANGA","Clash","NASARAWA","AKWANGA","NGA026001","AKWANGA WEST","NGA026001109","Nigeria"
"idp","in 2014",62,217,"Nigeria","KADUNA","SANGA","Clash","NASARAWA","AKWANGA","NGA026001","AKWANGA EAST","NGA026001110","Nigeria"
"idp","in 2014",7,34,"Nigeria","TARABA","WUKARI","Clash","NASARAWA","AWE","NGA026002","MADAKI","NGA026002203","Nigeria"
"idp","in 2014",12,69,"Nigeria","TARABA","WUKARI","Clash","NASARAWA","AWE","NGA026002","RIBI","NGA026002207","Nigeria"
"idp","in 2014",23,136,"Nigeria","TARABA","IBI","Clash","NASARAWA","AWE","NGA026002","AZARA","NGA026002208","Nigeria"
"idp","Before 2014",31,170,"Nigeria","TARABA","WUKARI","Clash","NASARAWA","AWE","NGA026002","WUSE","NGA026002209","Nigeria"
"idp","Before 2014",6,40,"Nigeria","PLATEAU","MANGU","Clash","NASARAWA","AWE","NGA026002","AKIRI","NGA026002210","Nigeria"
"idp","Before 2014",10,59,"Nigeria","PLATEAU","MANGU","Insurgency","NASARAWA","AWE","NGA026002","AKIRI","NGA026002210","Nigeria"
"idp","in 2014",157,1100,"Nigeria","NASARAWA","DOMA","Clash","NASARAWA","DOMA","NGA026003","ALAGYE I","NGA026003301","Nigeria"
"idp","in 2014",110,900,"Nigeria","NASARAWA","DOMA","Clash","NASARAWA","DOMA","NGA026003","ALAGYE II","NGA026003302","Nigeria"
"idp","in 2014",69,480,"Nigeria","NASARAWA","DOMA","Clash","NASARAWA","DOMA","NGA026003","RUKUBI I","NGA026003303","Nigeria"
"idp","in 2014",120,600,"Nigeria","NASARAWA","DOMA","Clash","NASARAWA","DOMA","NGA026003","RUKUBI II","NGA026003304","Nigeria"
"idp","in 2014",243,1700,"Nigeria","NASARAWA","DOMA","Clash","NASARAWA","DOMA","NGA026003","AGBASHI","NGA026003305","Nigeria"
"idp","in 2014",171,1200,"Nigeria","NASARAWA","DOMA","Clash","NASARAWA","DOMA","NGA026003","DOKA I","NGA026003306","Nigeria"
"idp","in 2014",142,1000,"Nigeria","NASARAWA","DOMA","Clash","NASARAWA","DOMA","NGA026003","DOKA II","NGA026003307","Nigeria"
"idp","in 2014",214,1500,"Nigeria","NASARAWA","DOMA","Clash","NASARAWA","DOMA","NGA026003","AKPANAJA","NGA026003308","Nigeria"
"idp","in 2014",42,300,"Nigeria","NASARAWA","DOMA","Clash","NASARAWA","DOMA","NGA026003","UNGWAN MADAKI","NGA026003309","Nigeria"
"idp","in 2014",83,500,"Nigeria","NASARAWA","DOMA","Clash","NASARAWA","DOMA","NGA026003","SARKIN DAWAKI","NGA026003310","Nigeria"
"idp","in 2014",321,1507,"Nigeria","BORNO","GWOZA","Insurgency","NASARAWA","KARU","NGA026004","ASO / KODAPE","NGA026004401","Nigeria"
"idp","in 2014",12,60,"Nigeria","BORNO","GWOZA","Insurgency","NASARAWA","KARU","NGA026004","KARSHI I","NGA026004403","Nigeria"
"idp","in 2014",378,2113,"Nigeria","BORNO","GWOZA","Insurgency","NASARAWA","KARU","NGA026004","GURKU/KABUSU","NGA026004408","Nigeria"
"idp","in 2014",144,834,"Nigeria","BORNO","GWOZA","Insurgency","NASARAWA","KARU","NGA026004","PANDA / KARE","NGA026004410","Nigeria"
"idp","in 2014",68,340,"Nigeria","BORNO","GWOZA","Insurgency","NASARAWA","KARU","NGA026004","KARU","NGA026004411","Nigeria"
"idp",2011,11,42,"Nigeria","KADUNA","KACHIA","Insurgency","NASARAWA","KEFFI","NGA026006","SABON GARI","NGA026006608","Nigeria"
"idp",2011,23,142,"Nigeria","KADUNA","KACHIA","Clash","NASARAWA","KEFFI","NGA026006","SABON GARI","NGA026006608","Nigeria"
"idp","in 2014",19,120,"Nigeria","BORNO","ASKIRA / UBA","Insurgency","NASARAWA","KEFFI","NGA026006","JIGWADA","NGA026006609","Nigeria"
"idp","Before 2014",7,55,"Nigeria","BORNO","GWOZA","Insurgency","NASARAWA","KOKONA","NGA026007","KOYA  / KANA","NGA026007702","Nigeria"
"idp","Before 2014",18,108,"Nigeria","BORNO","GWOZA","Clash","NASARAWA","KOKONA","NGA026007","KOYA  / KANA","NGA026007702","Nigeria"
"idp","Before 2014",3,35,"Nigeria","BORNO","GWOZA","Clash","NASARAWA","KOKONA","NGA026007","BASSA","NGA026007703","Nigeria"
"idp","Before 2014",4,30,"Nigeria","BORNO","GWOZA","Insurgency","NASARAWA","KOKONA","NGA026007","BASSA","NGA026007703","Nigeria"
"idp","Before 2014",7,43,"Nigeria","NASARAWA","KOKONA","Clash","NASARAWA","KOKONA","NGA026007","DARI","NGA026007708","Nigeria"
"idp","Before 2014",6,48,"Nigeria","NASARAWA","KOKONA","Clash","NASARAWA","KOKONA","NGA026007","AMBA","NGA026007709","Nigeria"
"idp","Before 2014",24,140,"Nigeria","NASARAWA","OBI","Clash","NASARAWA","KOKONA","NGA026007","GARAKU","NGA026007710","Nigeria"
"idp","Before 2014",150,716,"Nigeria","NASARAWA","OBI","Insurgency","NASARAWA","KOKONA","NGA026007","GARAKU","NGA026007710","Nigeria"
"idp","Before 2014",2,9,"Nigeria","TARABA","IBI","Clash","NASARAWA","KOKONA","NGA026007","YELWA","NGA026007711","Nigeria"
"idp","Before 2014",19,111,"Nigeria","TARABA","IBI","Insurgency","NASARAWA","KOKONA","NGA026007","YELWA","NGA026007711","Nigeria"
"idp","in 2014",62,373,"Nigeria","NASARAWA","LAFIA","Clash","NASARAWA","LAFIA","NGA026008","ADOGI","NGA026008801","Nigeria"
"idp","in 2014",2,21,"Nigeria","NASARAWA","LAFIA","Clash","NASARAWA","LAFIA","NGA026008","AGYARAGUN TOFA","NGA026008802","Nigeria"
"idp","in 2014",83,500,"Nigeria","NASARAWA","LAFIA","Clash","NASARAWA","LAFIA","NGA026008","BAKIN RIJIYA/AKURBA/SARKIN PADA","NGA026008803","Nigeria"
"idp","in 2014",50,228,"Nigeria","NASARAWA","LAFIA","Clash","NASARAWA","LAFIA","NGA026008","ARIKYA","NGA026008804","Nigeria"
"idp","in 2014",41,300,"Nigeria","NASARAWA","LAFIA","Clash","NASARAWA","LAFIA","NGA026008","ASHIGIE","NGA026008806","Nigeria"
"idp","in 2014",11,118,"Nigeria","NASARAWA","LAFIA","Clash","NASARAWA","LAFIA","NGA026008","CHIROMA","NGA026008807","Nigeria"
"idp","in 2014",10,109,"Nigeria","NASARAWA","LAFIA","Clash","NASARAWA","LAFIA","NGA026008","GAYAM","NGA026008808","Nigeria"
"idp","in 2014",15,152,"Nigeria","NASARAWA","LAFIA","Clash","NASARAWA","LAFIA","NGA026008","KEFFIN/WAMBAI","NGA026008809","Nigeria"
"idp","in 2014",4,90,"Nigeria","NASARAWA","LAFIA","Clash","NASARAWA","LAFIA","NGA026008","MAKAMA","NGA026008810","Nigeria"
"idp",2011,131,586,"Nigeria","NASARAWA","LAFIA","Clash","NASARAWA","LAFIA","NGA026008","SHABU/KWANDERE","NGA026008811","Nigeria"
"idp","in 2014",13,200,"Nigeria","NASARAWA","OBI","Clash","NASARAWA","LAFIA","NGA026008","WAKWA","NGA026008812","Nigeria"
"idp","Before 2014",70,590,"Nigeria","NASARAWA","NASARAWA EGGON","Clash","NASARAWA","LAFIA","NGA026008","ZANWA","NGA026008813","Nigeria"
"idp","in 2014",50,205,"Nigeria","NASARAWA","NASARAWA","Clash","NASARAWA","NASARAWA","NGA026009","UDENIN GIDA","NGA026009901","Nigeria"
"idp",2011,15,96,"Nigeria","NASARAWA","NASARAWA","Clash","NASARAWA","NASARAWA","NGA026009","LOKO","NGA026009904","Nigeria"
"idp","Before 2014",28,175,"Nigeria","NASARAWA","NASARAWA","Clash","NASARAWA","NASARAWA","NGA026009","TUNGA/BAKONO","NGA026009905","Nigeria"
"idp","in 2014",17,125,"Nigeria","NASARAWA","NASARAWA","Clash","NASARAWA","NASARAWA","NGA026009","GUTO/AISA","NGA026009906","Nigeria"
"idp","Before 2014",9,47,"Nigeria","NASARAWA","NASARAWA","Clash","NASARAWA","NASARAWA","NGA026009","NASARAWA NORTH","NGA026009907","Nigeria"
"idp","Before 2014",12,65,"Nigeria","NASARAWA","NASARAWA","Clash","NASARAWA","NASARAWA","NGA026009","NASARAWA MAIN TOWN","NGA026009910","Nigeria"
"idp","Before 2014",800,3006,"Nigeria","NASARAWA","OBI","Clash","NASARAWA","NASARAWA EGGON","NGA026010","NASARAWA EGGON","NGA026010001","Nigeria"
"idp","Before 2014",407,1942,"Nigeria","NASARAWA","OBI","Clash","NASARAWA","NASARAWA EGGON","NGA026010","UBBE","NGA026010002","Nigeria"
"idp","Before 2014",75,639,"Nigeria","NASARAWA","DOMA","Clash","NASARAWA","NASARAWA EGGON","NGA026010","IGGA/BURUMBURUM","NGA026010003","Nigeria"
"idp","Before 2014",110,925,"Nigeria","NASARAWA","DOMA","Clash","NASARAWA","NASARAWA EGGON","NGA026010","UMME","NGA026010004","Nigeria"
"idp","in 2014",462,1431,"Nigeria","NASARAWA","DOMA","Clash","NASARAWA","NASARAWA EGGON","NGA026010","MADA STATION","NGA026010005","Nigeria"
"idp","in 2014",82,691,"Nigeria","NASARAWA","OBI","Clash","NASARAWA","NASARAWA EGGON","NGA026010","LAMBAGA/ARIKPA","NGA026010007","Nigeria"
"idp","Before 2014",83,665,"Nigeria","NASARAWA","DOMA","Clash","NASARAWA","NASARAWA EGGON","NGA026010","IKKA WANGIBI","NGA026010009","Nigeria"
"idp","in 2014",420,1289,"Nigeria","NASARAWA","DOMA","Clash","NASARAWA","NASARAWA EGGON","NGA026010","WAKAMA","NGA026010011","Nigeria"
"idp","Before 2014",206,1000,"Nigeria","NASARAWA","OBI","Clash","NASARAWA","NASARAWA EGGON","NGA026010","ALOGANI","NGA026010013","Nigeria"
"idp","Before 2014",92,604,"Nigeria","NASARAWA","OBI","Clash","NASARAWA","NASARAWA EGGON","NGA026010","AGUNJI","NGA026010014","Nigeria"
"idp","in 2014",6,44,"Nigeria","NASARAWA","LAFIA","Clash","NASARAWA","WAMBA","NGA026013","GITTA","NGA026013303","Nigeria"
"idp","Before 2014",25,268,"Nigeria","NASARAWA","LAFIA","Clash","NASARAWA","WAMBA","NGA026013","NAKERE","NGA026013304","Nigeria"
"idp","in 2014",58,631,"Nigeria","NASARAWA","LAFIA","Clash","NASARAWA","WAMBA","NGA026013","KONVAH","NGA026013305","Nigeria"
"idp","in 2014",48,318,"Nigeria","NASARAWA","LAFIA","Clash","NASARAWA","WAMBA","NGA026013","WAYO","NGA026013306","Nigeria"
"idp","in 2014",25,228,"Nigeria","NASARAWA","LAFIA","Clash","NASARAWA","WAMBA","NGA026013","WAMBA WEST","NGA026013307","Nigeria"
"idp","in 2014",10,98,"Nigeria","NASARAWA","LAFIA","Clash","NASARAWA","WAMBA","NGA026013","WAMBA EAST","NGA026013308","Nigeria"
"idp","in 2014",86,712,"Nigeria","NASARAWA","LAFIA","Clash","NASARAWA","WAMBA","NGA026013","JIMIYA","NGA026013310","Nigeria"
"idp","in 2014",9,40,"Nigeria","NASARAWA","OBI","Clash","NASARAWA","OBI","NGA026014","AGWATASHI","NGA026014101","Nigeria"
"idp","in 2014",17,72,"Nigeria","NASARAWA","OBI","Clash","NASARAWA","OBI","NGA026014","OBI","NGA026014103","Nigeria"
"idp","in 2014",13,48,"Nigeria","NASARAWA","OBI","Clash","NASARAWA","OBI","NGA026014","DUDUGURU","NGA026014105","Nigeria"
"idp","in 2014",11,60,"Nigeria","NASARAWA","OBI","Clash","NASARAWA","OBI","NGA026014","GWADENYE","NGA026014106","Nigeria"
"idp","in 2014",29,140,"Nigeria","NASARAWA","OBI","Clash","NASARAWA","OBI","NGA026014","KYAKALE","NGA026014107","Nigeria"
"idp","in 2014",6,28,"Nigeria","NASARAWA","OBI","Clash","NASARAWA","OBI","NGA026014","GIDAN AUSA II","NGA026014109","Nigeria"
"idp","Before 2014",832,4997,"Nigeria","PLATEAU","BARIKIN LADI","Clash","PLATEAU","BARIKIN LADI","NGA032001","RAFAN","#N/A","Nigeria"
"idp","in 2014",460,2800,"Nigeria","PLATEAU","BARIKIN LADI","Clash","PLATEAU","BARIKIN LADI","NGA032001","TAFAN","#N/A","Nigeria"
"idp","Before 2014",734,5100,"Nigeria","PLATEAU","BARIKIN LADI","Clash","PLATEAU","BARIKIN LADI","NGA032001","ZABOT","#N/A","Nigeria"
"idp","in 2015",1175,9300,"Nigeria","PLATEAU","BARIKIN LADI","Clash","PLATEAU","BARIKIN LADI","NGA032001","BARAKIN LADI","NGA032001101","Nigeria"
"idp","in 2014",412,2890,"Nigeria","PLATEAU","BARIKIN LADI","Clash","PLATEAU","BARIKIN LADI","NGA032001","GASSA/SHO","NGA032001102","Nigeria"
"idp","Before 2014",1200,7905,"Nigeria","PLATEAU","BARIKIN LADI","Clash","PLATEAU","BARIKIN LADI","NGA032001","LOBIRING","NGA032001107","Nigeria"
"idp","in 2015",939,4882,"Nigeria","PLATEAU","BARIKIN LADI","Clash","PLATEAU","BARIKIN LADI","NGA032001","MARIT/MAZAT","NGA032001108","Nigeria"
"idp","in 2014",22,142,"Nigeria","BORNO","ASKIRA / UBA","Insurgency","PLATEAU","BASSA","NGA032002","BUHIT","NGA032002201","Nigeria"
"idp","in 2014",4,12,"Nigeria","YOBE","POTISKUM","Insurgency","PLATEAU","BASSA","NGA032002","BUJI","NGA032002202","Nigeria"
